Miner ID,Block Depth,Transaction ID,Redaction Profit,Performance Time (ms),Blockchain Length,# of Tx
0,20,51554577462,0.035043116,41.01252556,41,1875
0,27,50528900037,0.068844217,38.87009621,44,1810
0,36,49581516173,0.034541818,49.22986031,52,1787
0,32,64217286176,0.027723431,40.58670998,47,1832
0,29,94108525532,0.007071861,36.5486145,48,1792
0,23,68295868120,0.000708737,37.46175766,43,1738
0,21,62561656154,0.022811349,32.90200233,33,1788
0,16,43674958302,0.042244635,41.20612144,37,1754
0,15,55215388528,0.007802858,40.86256027,51,1883
0,17,24479329351,0.071898512,36.97490692,52,1905
0,41,53577265316,0.038415968,24.61624146,53,1933
0,17,3719689027,0.011623564,25.33864975,56,1787
0,50,90843098249,0.066903734,38.38181496,53,1911
0,25,51075975049,0.003291334,18.491745,65,1889
0,16,68589886487,0.015873503,24.3370533,60,1931
0,29,62781314819,0.01049822,27.67348289,55,1869
0,10,47360908448,0.029317113,39.74127769,56,1873
0,20,89610922265,0.005639308,24.30653572,62,1784
0,44,77924279474,0.012104866,30.96675873,63,1871
0,5,73207023867,0.00613581,29.08658981,53,1863
0,1,47562616121,0.004747308,31.20756149,3,1658
